Gold,Level,Minions,Jungle_minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Sight_wards,Control_wards,Gold_diff,Win
25649,8.8,300,56,14,8,12,5,1,0,0,19,2,-941,0
26590,8.8,309,76,12,9,14,5,1,1,0,17,5,941,1
24929,8.6,258,54,16,12,14,1,0,1,0,19,3,-2779,0
27708,8.8,304,66,14,12,16,9,1,0,0,17,1,2779,1
27215,9.4,323,71,16,14,11,5,0,0,0,17,2,3447,1
23768,8.4,293,80,11,10,16,3,0,2,0,18,2,-3447,0
21286,8.4,293,68,5,5,13,0,0,0,0,24,3,-5279,0
26565,8.6,308,76,13,9,5,5,1,1,0,17,7,5279,1
26810,8.6,295,66,15,14,15,5,0,0,0,17,4,2082,0
24728,8.4,249,76,15,15,15,2,0,1,0,22,3,-2082,1
22919,8.2,284,54,10,8,9,2,0,0,0,16,7,-1078,0
23997,8.8,328,58,9,5,10,4,0,1,0,19,5,1078,1
25705,8.8,295,54,14,13,18,4,0,1,0,17,5,-798,0
26503,8.8,270,79,18,19,14,1,0,0,0,19,3,798,1
24628,8.6,324,70,11,10,10,5,0,1,0,23,3,890,0
23738,8.4,278,81,10,11,11,2,0,1,0,17,6,-890,1
24468,9.2,279,78,12,11,5,2,0,1,0,19,4,1737,1
22731,8.2,349,63,5,3,12,4,0,0,0,23,2,-1737,0
30430,8.6,293,72,22,31,14,5,1,1,0,13,2,6257,1
24173,8.2,242,48,14,17,22,1,0,0,0,23,6,-6257,0
23178,8.4,290,84,9,7,18,1,0,1,0,16,1,-3649,0
26827,8.8,277,72,18,14,9,5,0,0,0,22,5,3649,1
26564,8.8,314,86,13,14,7,4,0,1,0,27,3,5127,0
21437,8.4,281,72,7,3,13,6,0,1,0,7,4,-5127,1
21349,8.4,273,85,4,3,15,0,0,0,0,24,1,-4881,0
26230,9,309,86,15,14,4,7,1,1,0,22,5,4881,1
23179,8.2,304,64,10,5,18,0,0,0,0,19,5,-4045,0
27224,9.2,301,76,18,12,10,4,0,1,0,20,4,4045,1
27951,8.6,293,60,16,11,17,4,1,0,0,18,1,1775,0
26176,8.8,290,85,17,10,16,3,0,1,0,25,6,-1775,1
27387,8.8,315,78,14,16,6,5,1,1,0,18,7,6055,1
21332,8.4,312,54,6,8,14,2,0,1,0,23,3,-6055,0
23331,9,339,68,6,3,14,3,0,0,0,22,3,-2849,0
26180,9,335,92,14,12,6,3,0,1,0,19,3,2849,1
26755,8.4,303,70,15,17,11,4,0,0,0,20,3,2096,0
24659,8.6,303,81,11,7,15,3,0,0,0,24,5,-2096,1
25465,9.2,308,70,11,6,11,5,1,0,0,25,4,2233,0
23232,9,242,76,11,10,11,2,0,1,0,20,5,-2233,1
27995,8.8,297,74,19,18,12,2,0,1,0,22,3,3403,1
24592,8.6,277,64,12,9,19,1,0,0,0,24,3,-3403,0
27165,9,310,80,16,19,14,4,0,1,0,13,2,1625,1
25540,8.6,293,72,14,8,16,4,0,0,0,23,2,-1625,0
25741,9.2,321,82,11,7,8,7,1,0,0,18,1,2628,1
23113,8.8,307,98,8,2,11,3,0,2,0,16,1,-2628,0
23116,8.6,335,91,7,3,18,4,0,1,0,17,3,-5504,0
28620,9,330,69,18,9,7,10,1,1,1,18,2,5504,1
29733,9,302,88,17,12,13,10,2,1,1,21,5,5394,1
24339,8.4,277,68,13,12,17,2,0,1,0,12,3,-5394,0
25113,8.4,254,65,11,13,17,6,1,1,1,17,2,-2151,0
27264,8.6,314,38,17,20,11,9,0,0,0,13,8,2151,1
27612,8.8,282,88,14,11,19,5,0,0,0,17,3,-1199,0
28811,9,299,76,19,22,14,4,0,2,0,17,4,1199,1
25653,8.6,297,62,11,6,16,3,2,1,1,18,5,197,1
25456,9,270,84,16,11,11,2,0,1,0,18,3,-197,0
22444,8.8,280,80,8,6,10,2,0,1,0,21,2,-3840,0
26284,8.8,318,76,10,7,8,6,1,1,1,17,3,3840,1
26424,8.2,284,72,13,16,21,4,1,0,0,13,4,-2023,0
28447,8.6,267,56,21,27,13,4,0,0,1,16,5,2023,1
23041,8.6,261,80,10,8,13,0,0,0,0,18,1,-3147,0
26188,9,303,83,13,12,10,3,1,2,1,18,4,3147,1
25525,9,322,70,13,7,15,4,0,1,0,15,1,-1056,0
26581,9,281,64,15,12,13,6,0,0,1,20,6,1056,1
24560,8.6,275,51,15,13,19,2,0,0,0,16,3,-5414,0
29974,9.2,310,104,19,19,15,6,1,2,1,16,4,5414,1
17440,7.2,177,67,5,3,17,0,0,0,0,14,0,-9564,0
27004,8.6,297,58,17,12,5,9,2,1,0,16,4,9564,1
22338,9,283,80,10,8,9,0,0,1,0,10,0,-2325,0
24663,9,323,71,9,4,10,7,1,0,0,13,2,2325,1
22661,8.6,287,78,7,5,4,7,0,2,1,7,0,6847,1
15814,7.8,177,55,4,1,7,0,0,0,0,4,0,-6847,0
25439,8.8,330,54,12,16,13,2,0,0,0,23,6,-1975,0
27414,8.8,349,97,13,19,12,2,1,1,0,23,5,1975,1
21954,8.8,337,92,4,2,16,3,0,0,0,20,3,-6813,0
28767,9.4,385,96,16,17,4,6,1,1,0,21,5,6813,1
24653,9,306,78,13,8,16,1,0,0,0,23,2,-2732,0
27385,9,327,105,16,12,13,6,0,2,0,18,4,2732,1
28970,8.8,349,86,14,6,8,10,4,1,0,24,1,5505,1
23465,8.2,262,108,8,6,14,6,0,0,0,21,2,-5505,0
24234,9.2,347,100,8,6,9,2,0,2,0,21,4,-297,1
24531,8.6,348,88,9,11,8,3,0,0,0,21,5,297,0
27754,8.6,325,58,18,18,18,4,0,0,0,21,7,-884,0
28638,8.8,284,68,18,21,18,5,1,1,0,24,4,884,1
23886,8.6,328,82,8,11,13,2,0,0,0,24,2,-4999,0
28885,8.8,339,114,13,22,8,8,2,2,0,25,5,4999,1
25970,8.8,352,79,11,15,14,3,0,0,0,22,7,-3590,0
29560,9,373,100,14,15,11,7,2,2,0,20,5,3590,1
25693,9,332,112,9,10,15,5,0,0,0,27,2,-2269,0
27962,9.2,390,76,15,9,9,7,2,1,0,20,7,2269,1
25695,9.2,395,68,9,9,9,4,0,0,0,27,3,1503,1
24192,9,321,106,9,12,9,0,0,1,0,23,4,-1503,0
22813,7.8,319,70,8,11,19,2,0,0,0,25,4,-8044,0
30857,9.4,357,90,19,25,8,8,1,1,0,20,7,8044,1
27151,8.6,329,69,15,22,19,2,0,1,0,26,5,-2075,0
29226,8.8,315,84,19,28,15,5,0,0,0,30,7,2075,1
26556,9,322,104,14,17,10,2,0,0,0,24,6,1487,0
25069,8.6,342,72,10,9,14,3,0,1,0,21,4,-1487,1
25115,8.8,353,99,9,7,16,3,0,0,0,23,1,-2840,0
27955,9,362,76,16,18,9,5,0,1,0,18,6,2840,1
23343,8.6,327,92,7,12,13,1,0,0,0,25,3,-4518,0
27861,9.2,361,95,13,24,7,6,0,1,0,22,7,4518,1
31110,9,335,74,22,33,11,5,1,0,0,20,6,4736,1
26374,8.8,338,98,11,11,22,3,0,0,0,24,7,-4736,0
22843,9,337,90,6,6,8,2,0,0,0,25,3,-1512,1
24355,9.2,368,94,8,7,6,3,0,1,0,18,7,1512,0
28093,9.4,348,106,16,16,7,3,1,1,0,23,7,3392,1
24701,8.8,328,93,7,8,16,1,0,0,0,28,5,-3392,0
28757,9.2,357,65,15,16,24,5,0,1,0,24,4,-4837,0
33594,9.8,360,123,24,24,15,12,1,1,0,27,3,4837,1
28771,9,316,100,17,29,11,6,0,2,0,21,4,3793,0
24978,9,328,84,11,13,17,3,0,0,0,24,4,-3793,1
25999,9,369,74,10,14,13,2,0,1,0,19,6,-1924,0
27923,9,321,121,13,15,10,8,0,1,0,26,5,1924,1
27861,9.2,350,89,14,12,7,2,0,1,0,21,8,2191,0
25670,9,352,94,7,7,14,4,0,0,0,27,4,-2191,1
28075,9,369,74,17,25,12,0,0,1,0,26,7,-1119,1
29194,9,381,102,12,18,17,4,1,0,0,25,5,1119,0
23432,9,330,70,8,8,8,1,0,1,0,27,9,536,1
22896,8.6,373,70,8,2,8,1,0,1,0,24,4,-536,0
29471,9.2,324,78,20,19,9,4,1,1,0,20,6,4862,0
24609,9.2,309,118,9,5,20,2,0,0,0,22,4,-4862,1
27727,8.6,328,59,18,19,12,0,0,1,0,18,9,1872,1
25855,8.4,316,84,12,15,18,2,0,1,0,19,8,-1872,0
25171,8.8,330,86,12,16,11,2,0,0,0,22,6,-2897,0
28068,8.8,333,101,11,19,12,6,1,2,0,23,6,2897,1
25392,8.8,369,90,8,7,6,6,1,1,0,22,4,2746,1
22646,8.6,330,92,6,7,8,2,0,0,0,24,2,-2746,0
27164,9,286,67,17,21,13,6,0,1,0,24,8,-1276,0
28440,8.6,338,80,13,16,17,10,2,0,0,19,3,1276,1
29021,9,309,102,17,13,17,4,0,0,0,27,3,1477,0
27544,9.2,319,67,17,16,17,3,0,0,0,22,5,-1477,1
25048,9,358,102,8,9,8,5,0,2,0,23,2,507,0
24541,8.8,377,86,8,9,8,2,0,0,0,21,2,-507,1
24634,9.2,376,108,8,8,16,0,0,0,0,23,6,-4306,0
28940,9.6,396,104,16,20,8,2,0,2,0,19,6,4306,1
31558,9.6,368,81,20,18,10,7,2,0,0,23,6,7375,1
24183,8.8,289,105,10,6,20,1,0,1,0,24,3,-7375,0
30890,9.4,359,97,18,10,7,10,3,1,0,21,5,8893,1
21997,8.2,293,82,7,6,18,2,0,1,0,21,5,-8893,0
31203,9.2,364,70,24,14,21,8,1,0,0,16,9,1915,1
29288,8.8,262,100,21,20,24,1,0,1,0,27,3,-1915,0
22819,8.4,321,76,8,8,11,5,0,0,0,16,4,-5343,0
28162,9.4,373,120,11,11,8,8,1,1,0,22,5,5343,1
24020,9.2,344,84,8,8,9,2,0,1,0,24,4,-2923,0
26943,9.4,391,108,9,9,8,5,1,0,0,23,4,2923,1
25247,8.8,364,56,10,12,6,5,1,1,0,19,0,-899,0
26146,9.4,396,123,6,5,10,6,1,0,0,25,4,899,1
23428,8.6,295,67,9,9,22,2,0,1,0,14,6,-11064,0
34492,9.6,349,119,22,16,9,12,4,1,0,24,5,11064,1
25223,9,362,84,9,12,13,2,0,1,0,21,5,-1860,1
27083,9.2,344,120,13,13,9,3,0,1,0,25,3,1860,0
26169,8.4,335,64,14,4,17,1,1,0,0,19,4,-3645,1
29814,9.2,369,96,17,17,14,10,1,2,0,20,9,3645,0
29373,9.4,359,112,16,12,12,5,1,0,0,23,6,3508,1
25865,9,347,72,12,9,16,1,0,1,0,20,6,-3508,0
25223,8.6,360,70,11,9,14,3,0,0,0,21,4,-3104,0
28327,9.4,333,115,14,11,11,2,1,1,0,25,8,3104,1
27812,9.2,301,109,15,11,22,2,0,0,0,27,5,-3039,0
30851,9,327,70,22,28,15,5,1,1,0,25,4,3039,1
26018,9.4,361,74,15,11,4,7,0,1,0,27,8,2967,1
23051,8.4,343,94,4,6,15,3,0,1,0,22,4,-2967,0
31318,8.8,319,79,21,34,19,3,0,1,0,21,7,1257,0
30061,9,292,88,19,25,21,1,0,0,0,27,3,-1257,1
26485,9,356,84,10,6,10,7,1,0,0,24,4,3090,1
23395,8.6,297,72,10,10,10,1,0,2,0,22,5,-3090,0
24598,8.2,272,56,11,11,15,4,1,0,0,25,4,-1194,0
25792,8.6,294,87,15,9,11,4,0,2,0,20,2,1194,1
25011,8,286,58,12,8,14,7,1,0,0,26,3,-1217,0
26228,8,287,60,14,16,12,2,0,1,0,15,7,1217,1
26982,8.8,320,84,13,12,7,5,1,2,0,26,6,6209,1
20773,8.2,287,52,7,2,13,0,0,0,0,24,6,-6209,0
24480,8.6,292,62,13,12,12,2,0,0,0,20,3,3262,1
21218,8.4,199,74,12,7,13,1,0,2,1,16,3,-3262,0
23651,8.6,309,88,6,2,7,5,1,0,1,20,1,5066,1
18585,8,178,50,7,7,6,0,0,0,0,20,0,-5066,0
18417,8,143,88,6,3,18,0,0,0,0,25,1,-7120,0
25537,8.8,270,51,18,15,6,8,0,0,0,25,1,7120,1
22674,8.6,295,72,6,5,10,5,1,1,1,16,5,-2255,0
24929,8.8,288,86,10,16,6,4,0,0,0,15,3,2255,1
29784,8.6,280,80,22,15,7,5,2,1,0,19,1,9190,1
20594,8,269,43,7,5,22,2,0,0,1,26,0,-9190,0
25327,9,360,84,11,17,5,1,0,2,0,17,6,2084,1
23243,9,335,88,5,9,11,3,0,0,0,18,3,-2084,0
21351,8.4,352,80,3,2,14,2,0,0,0,22,1,-4371,0
25722,9.4,344,93,14,12,3,3,0,2,0,17,6,4371,1
22637,8.6,307,68,9,8,17,2,0,1,0,21,2,-4711,0
27348,9.2,322,96,17,14,9,0,0,0,0,20,3,4711,1
26539,8.6,353,54,15,12,17,2,0,1,0,21,5,-3965,0
30504,9.2,365,108,17,14,15,5,1,1,0,21,5,3965,1
26069,9,322,86,14,17,13,1,0,1,0,28,7,-1884,0
27953,9.2,400,88,13,14,14,6,0,0,0,20,6,1884,1
28395,9,337,84,17,16,10,8,2,0,0,21,6,2436,0
25959,9,356,91,10,13,17,2,0,1,0,23,3,-2436,1
33904,9,360,106,20,21,6,7,8,1,0,17,5,12769,1
21135,7.8,236,93,6,4,20,0,0,0,0,20,4,-12769,0
30220,9.4,365,99,18,29,10,5,1,2,0,24,8,4032,1
26188,8.8,343,108,10,10,18,2,1,0,0,22,7,-4032,0
28699,9,391,84,11,22,9,5,1,1,0,25,9,5448,1
23251,8.2,298,71,9,15,11,1,0,1,0,27,6,-5448,0
25768,8.8,324,82,11,14,14,5,1,0,0,22,5,-929,0
26697,8.6,278,70,14,28,11,4,1,1,0,16,7,929,1
29355,9.6,398,103,10,12,2,8,2,1,0,24,2,8628,1
20727,8.6,309,96,2,2,10,2,0,1,0,17,5,-8628,0
24571,9.6,330,82,11,7,12,2,0,1,0,24,7,-1598,0
26169,9.2,361,81,12,11,11,2,0,0,0,14,8,1598,1
28229,9.2,336,78,18,17,5,8,1,1,0,21,4,4513,1
23716,8.4,348,97,5,3,18,5,0,1,0,22,3,-4513,0
29489,8.6,267,75,20,34,10,6,1,1,0,23,4,3590,1
25899,8.6,340,87,10,11,20,5,0,0,0,24,3,-3590,0
26360,9.4,376,66,14,12,10,0,0,1,0,27,7,993,1
25367,9,331,90,10,15,14,3,0,0,0,23,4,-993,0
24773,8.4,314,68,13,16,12,1,0,1,0,22,7,-1266,0
26039,8.4,300,85,12,10,13,5,0,0,0,18,8,1266,1
27329,8.8,316,60,17,17,10,3,0,1,0,23,2,3689,1
23640,8.6,268,96,10,10,17,1,0,0,0,18,3,-3689,0
25790,8.8,358,66,11,11,10,7,0,0,0,17,5,2237,1
23553,8.8,292,72,10,14,11,2,0,2,0,21,5,-2237,0
24975,8,282,55,16,22,23,0,0,0,0,19,2,-8487,1
33462,9.2,352,87,23,24,16,6,2,1,0,23,3,8487,0
25467,8.6,348,68,8,7,20,7,1,0,0,23,3,-3877,0
29344,9,357,75,20,17,8,3,1,1,0,25,5,3877,1
22600,8.6,371,65,5,4,13,2,0,0,0,25,4,-5258,0
27858,9.4,396,102,13,19,5,5,0,1,0,28,4,5258,1
21655,8,290,72,5,3,18,0,0,0,0,21,4,-11061,0
32716,9.6,404,119,18,18,5,11,3,2,0,26,6,11061,1
29022,9,317,72,18,14,11,3,1,1,0,25,6,3275,1
25747,8.8,314,98,11,9,18,2,0,1,0,27,4,-3275,0
25982,9,307,101,12,17,9,4,0,1,0,21,3,2127,1
23855,8.8,344,67,9,9,12,0,0,0,0,25,10,-2127,0
26652,8.4,360,78,12,9,17,1,0,1,0,21,6,-2001,0
28653,9,363,86,17,16,12,4,0,0,0,19,6,2001,1
25272,8.2,301,64,13,10,20,2,0,0,0,24,7,-4654,0
29926,9,313,70,20,21,13,8,2,1,0,28,3,4654,1
29098,9.2,317,67,20,20,20,4,0,1,0,27,5,-1667,1
30765,9,356,72,20,27,20,5,1,0,0,22,4,1667,0
34155,9.6,374,80,25,23,8,10,3,1,0,22,4,11176,1
22979,8.2,295,68,8,8,25,1,0,0,0,17,6,-11176,0
25640,8.4,325,80,12,13,24,0,0,0,0,21,4,-5720,0
31360,8.8,341,52,24,21,12,8,1,1,0,23,2,5720,1
23625,8.6,334,74,7,9,15,2,0,0,0,21,4,-4559,0
28184,9.2,370,89,15,21,7,6,1,1,0,23,7,4559,1
28839,8.8,350,80,15,15,13,5,1,1,0,24,9,3138,0
25701,8.6,332,88,13,13,15,1,0,0,0,26,4,-3138,1
27698,9.2,402,90,13,13,7,5,0,1,0,22,5,4896,1
22802,8.8,348,76,7,2,13,3,0,1,0,25,8,-4896,0
19918,8.4,329,74,1,1,16,1,0,0,0,25,6,-7850,0
27768,8.8,343,90,16,22,1,7,0,2,0,31,7,7850,1
26763,9,388,85,11,18,6,4,0,1,0,21,2,3682,1
23081,9,375,66,6,3,11,1,0,0,0,24,2,-3682,0
25243,9.2,359,76,11,14,12,1,0,1,0,19,5,-1421,1
26664,9,389,103,12,10,11,2,0,1,0,25,5,1421,0
25862,8.8,334,82,10,13,19,2,0,1,0,23,6,-3599,0
29461,9.4,366,81,19,26,10,3,0,1,0,17,6,3599,1
28314,9,334,106,18,17,13,0,0,2,0,27,3,1409,0
26905,8.8,330,94,13,10,18,3,0,0,0,23,8,-1409,1
26901,8.8,376,84,12,13,5,5,1,1,0,17,7,4711,0
22190,8.8,350,70,5,4,12,1,0,1,0,18,7,-4711,1
23896,8.6,334,75,10,10,13,3,0,1,0,25,4,-3452,0
27348,9.2,349,100,13,11,10,5,0,1,0,19,11,3452,1
27887,9.2,360,73,14,18,10,5,1,0,0,20,8,1823,0
26064,9.2,364,84,10,12,14,5,0,1,0,24,4,-1823,1
19242,7.8,250,72,3,1,18,1,0,1,0,21,4,-12207,0
31449,9.2,373,75,18,17,3,8,4,1,0,19,7,12207,1
21858,8,281,56,7,3,21,1,0,1,0,19,2,-8032,0
29890,9,331,84,21,27,7,9,1,1,0,19,7,8032,1
28229,9,342,80,18,21,13,3,0,1,0,19,7,2239,1
25990,8.4,310,64,13,16,18,1,0,0,0,16,3,-2239,0
23458,8.4,357,75,7,5,17,4,0,0,0,20,5,-3366,0
26824,9,313,68,17,25,7,3,0,2,0,24,4,3366,1
24996,9,349,73,9,15,7,4,0,1,0,28,4,1514,0
23482,8.6,330,80,7,12,9,2,0,1,0,25,5,-1514,1
26370,8.6,303,82,15,19,13,2,0,0,0,19,3,550,1
25820,9.2,333,90,13,9,15,4,0,2,0,14,4,-550,0
23269,8.4,327,72,8,4,20,3,0,1,0,22,3,-6330,0
29599,9,357,80,20,13,8,5,2,1,0,22,4,6330,1
26943,9,359,96,14,17,9,6,0,1,0,23,6,2740,1
24203,9.2,325,72,9,8,14,4,0,1,0,17,1,-2740,0
24485,9,328,105,10,8,9,1,0,1,0,20,2,-1172,0
25657,9.2,359,102,9,8,10,7,1,1,0,21,3,1172,1
22343,8.2,290,76,7,9,12,0,0,0,0,18,6,-3372,0
25715,8.8,335,84,12,13,7,7,1,1,0,19,13,3372,1
27344,9.2,363,76,17,13,11,1,0,1,0,17,4,1297,1
26047,9.2,351,91,11,9,17,5,1,0,0,21,6,-1297,0
29227,9,366,89,16,22,17,4,1,1,0,19,8,1153,0
28074,9,326,40,17,22,16,8,0,0,0,22,8,-1153,1
26756,8.8,340,80,13,16,4,5,1,1,0,18,6,4700,1
22056,8.4,351,100,4,4,13,2,0,1,0,17,5,-4700,0
23190,8.4,299,84,11,9,7,2,0,0,0,24,8,72,0
23118,8.8,329,88,7,4,11,2,0,1,0,23,4,-72,1
28041,8.8,303,76,19,15,16,5,0,1,0,19,7,19,0
28022,8.6,290,79,16,15,19,4,1,1,0,28,10,-19,1
23857,8.6,356,88,5,1,12,5,1,0,0,25,1,-1335,0
25192,8.8,357,91,12,8,5,3,0,2,0,24,6,1335,1
28361,9.2,370,82,13,19,11,4,1,1,0,27,5,2668,1
25693,9,364,62,11,11,13,2,0,0,0,24,7,-2668,0
24844,8.4,320,57,11,13,15,2,0,0,0,21,8,-2312,0
27156,8.4,314,71,15,26,11,1,0,1,0,25,4,2312,1
27938,9.4,346,66,15,12,9,8,1,0,0,24,6,3452,0
24486,8.4,251,69,9,15,15,4,1,1,0,29,4,-3452,1
28468,9.4,364,94,15,14,12,5,0,0,0,22,5,946,0
27522,9,357,80,12,12,15,6,1,2,0,25,10,-946,1
23330,8.6,319,86,9,9,16,2,0,0,0,21,4,-5964,0
29294,9.4,388,78,16,21,9,8,1,1,0,24,7,5964,1
24852,9,336,88,9,4,8,7,1,0,0,15,7,-270,1
25122,8.8,359,92,8,11,9,4,1,2,0,21,7,270,0
21149,8.4,326,86,4,3,15,1,0,1,0,18,2,-8088,0
29237,9.4,398,96,15,10,4,8,2,1,0,18,3,8088,1
23362,8.4,297,70,10,15,6,2,0,2,0,26,6,-1989,0
25351,8.8,396,94,6,4,10,8,1,0,0,21,6,1989,1
27558,8.8,335,80,15,20,18,2,0,1,0,28,6,-1419,1
28977,9,336,83,18,24,15,4,0,1,0,23,5,1419,0
23177,8.8,334,92,7,5,11,2,0,1,0,19,4,-2830,0
26007,8.8,351,70,11,12,7,7,1,0,0,23,7,2830,1
31921,9.4,366,96,22,29,11,6,2,1,0,24,9,5263,1
26658,8.8,316,70,11,13,22,4,1,0,0,18,6,-5263,0
22661,8.6,362,60,7,8,14,0,0,0,0,26,7,-5954,0
28615,9.4,377,114,14,14,7,4,1,1,0,22,9,5954,1
24666,9.2,369,91,8,7,7,2,0,0,0,15,7,229,1
24437,9,378,106,7,6,8,2,0,2,0,20,7,-229,0
25538,9,350,88,9,12,10,1,0,1,0,23,9,-100,1
25638,9.4,378,84,10,12,9,3,0,1,0,27,3,100,0
26355,9,345,96,13,7,10,3,0,0,0,18,5,1180,1
25175,9,335,71,10,9,13,7,0,1,0,19,4,-1180,0
27389,9,344,74,12,10,29,2,0,0,0,21,6,-4649,0
32038,9.4,313,101,29,23,12,8,1,1,0,26,9,4649,1
28626,8.6,368,63,18,30,8,5,1,1,0,28,8,4233,1
24393,8.6,322,88,8,7,18,0,0,1,0,23,1,-4233,0
25649,8.8,315,67,11,14,17,4,0,0,0,20,4,-3581,0
29230,9,364,92,17,20,11,6,1,1,0,13,5,3581,1
26628,8.8,319,76,14,18,11,5,0,0,0,22,4,353,0
26275,8.8,323,92,11,16,14,2,0,1,0,24,5,-353,1
28508,9.2,336,67,20,16,18,5,0,0,0,20,4,251,0
28257,9,316,80,18,19,20,1,0,1,0,22,14,-251,1
25183,9.4,335,101,11,10,13,0,0,0,0,22,8,-2805,0
27988,9,360,91,13,12,11,6,1,1,0,29,6,2805,1
31304,8.8,324,74,24,27,14,8,0,1,0,27,11,3680,1
27624,8.6,318,97,14,22,24,3,0,0,0,22,4,-3680,0
27998,9,394,105,10,10,8,3,1,1,0,20,7,4277,1
23721,8.8,325,82,8,12,10,1,0,1,0,24,8,-4277,0
23903,8.4,296,68,14,7,27,2,0,1,0,17,2,-10982,0
34885,9.6,342,88,27,25,14,8,2,0,0,21,5,10982,1
26118,8.4,318,82,8,16,19,5,0,0,0,20,3,-4545,0
30663,8.8,357,87,19,21,8,8,1,1,0,26,5,4545,1
27402,8.8,310,81,14,21,13,3,0,1,0,19,4,-1115,1
28517,8.6,349,113,13,16,14,6,2,0,0,24,7,1115,0
26943,9,316,84,14,16,12,4,0,0,0,19,5,-374,0
27317,9.2,397,82,12,13,14,6,0,2,0,18,9,374,1
25118,8.6,331,89,10,15,10,3,0,0,0,29,14,-427,0
25545,9,374,77,10,17,10,1,0,2,0,26,6,427,1
26664,9.2,373,88,12,9,11,2,0,0,0,22,9,1069,0
25595,8.8,366,78,11,15,12,0,0,2,0,20,7,-1069,1
24818,8.4,318,79,11,19,16,0,0,1,0,19,8,-3214,0
28032,8.8,326,86,16,30,11,7,0,1,0,21,8,3214,1
25855,9.2,376,76,9,10,13,3,0,1,0,20,6,-2614,0
28469,9.4,381,103,13,12,9,7,1,0,0,28,7,2614,1
27680,9.2,381,90,15,5,12,9,1,1,0,21,6,2146,0
25534,8.6,331,68,12,13,15,1,0,1,0,22,5,-2146,1
24228,8.4,308,66,10,11,14,1,0,0,0,18,5,-3757,0
27985,9.2,380,90,14,11,10,2,1,1,0,20,2,3757,1
29355,9.6,338,83,19,18,8,6,1,2,0,23,9,5217,1
24138,8.6,329,91,8,10,19,6,0,0,0,25,1,-5217,0
33166,9.6,381,89,22,25,7,8,2,2,0,25,8,10688,1
22478,8.4,294,70,7,4,22,0,0,0,0,25,7,-10688,0
28096,9.4,363,86,13,14,13,2,1,1,0,20,6,361,0
27735,9.2,366,77,13,12,13,4,0,0,0,21,4,-361,1
27899,9,294,92,17,13,15,2,1,0,0,23,5,468,0
27431,8.6,341,68,15,17,17,5,0,1,0,19,5,-468,1
26393,8.6,347,78,11,14,13,5,1,1,0,21,4,-70,1
26463,8.8,330,81,13,24,11,1,0,1,0,20,7,70,0
27303,8.6,333,83,12,10,19,4,1,1,0,19,4,-74,0
27377,8.6,297,84,19,24,12,0,0,0,0,23,5,74,1
26292,8.8,351,85,11,7,15,9,1,0,0,22,1,-2166,0
28458,9,336,90,15,16,11,6,0,1,0,19,11,2166,1
26566,8.8,340,92,12,13,18,4,0,0,0,18,3,-2765,0
29331,9,361,80,18,30,12,4,0,1,0,21,9,2765,1
29664,9.4,384,112,16,14,6,10,2,2,0,18,6,7509,1
22155,8.4,335,62,6,6,16,1,0,0,0,14,2,-7509,0
24426,8.6,349,67,8,12,10,3,0,1,0,21,4,-295,1
24721,8.8,339,94,10,9,8,2,0,1,0,19,5,295,0
30773,9,350,84,19,23,11,5,1,0,0,21,3,5916,1
24857,8.6,320,64,11,9,19,2,0,0,0,21,7,-5916,0
23298,8.6,345,78,6,7,10,0,0,0,0,24,5,-3111,1
26409,9.6,415,98,10,7,6,3,0,2,0,21,6,3111,0
30045,8.6,311,56,22,29,24,0,0,0,0,25,6,-2873,0
32918,9.4,351,92,24,21,22,4,1,2,0,24,4,2873,1
25785,9.2,409,107,5,3,9,7,1,1,0,21,2,1539,0
24246,9,341,76,9,12,5,1,0,1,0,21,4,-1539,1
26831,8.8,375,85,11,9,11,3,0,1,0,24,4,1973,1
24858,8.8,321,98,11,14,11,1,0,1,0,23,3,-1973,0
29752,9.2,375,87,16,16,9,10,2,1,0,22,9,4859,1
24893,8.6,304,98,9,14,16,0,0,0,0,25,7,-4859,0
25571,8.8,349,108,11,9,11,2,0,1,0,24,5,-2799,0
28370,9.2,400,76,11,15,11,3,1,0,0,29,9,2799,1
27237,8.6,325,68,18,21,11,4,0,1,0,27,4,919,0
26318,8.6,312,70,11,10,18,11,2,0,0,24,6,-919,1
23976,8.8,311,89,8,5,21,2,0,0,0,20,4,-8865,0
32841,9.6,410,94,21,20,8,9,3,2,0,23,8,8865,1
26416,8.8,320,90,14,16,7,1,0,1,0,27,6,2026,1
24390,8.6,364,88,7,11,14,0,0,0,0,26,4,-2026,0
32271,9.2,347,88,22,17,10,12,2,1,0,20,6,7687,1
24584,8.4,316,56,10,17,22,2,0,0,0,24,7,-7687,0
23872,8.8,363,78,8,10,11,2,0,0,0,27,6,-2718,0
26590,9.2,400,81,11,13,8,5,0,1,0,19,9,2718,1
25607,8.8,356,88,10,10,11,4,0,0,0,26,5,-113,0
25720,8.8,365,75,11,9,10,3,0,1,0,19,8,113,1
28032,9.4,370,112,12,19,4,5,1,1,0,24,4,5220,1
22812,8.8,362,80,4,8,12,1,0,0,0,22,1,-5220,0
25693,9,332,112,9,10,15,5,0,0,0,27,2,-2269,0
27962,9.2,390,76,15,9,9,7,2,1,0,20,7,2269,1
27881,8.8,294,83,18,21,15,1,0,1,0,23,5,368,0
27513,8.8,347,60,15,14,18,6,0,0,0,19,9,-368,1
