Gold,Level,Minions,Jungle_minions,Kills,Assists,Deaths,Plates,Towers,Dragons,Heralds,Sight_wards,Control_wards,Gold_diff,Win
31153,9.4,348,86,25,21,9,6,0,1,0,23,11,6306,1
26069,9,322,86,14,17,13,1,0,1,0,28,7,-1884,0
27953,9.2,400,88,13,14,14,6,0,0,0,20,6,1884,1
24389,8.4,310,71,9,9,19,3,1,0,0,16,2,-6535,0
30924,9,379,80,19,24,9,12,2,1,0,22,4,6535,1
24502,9,348,68,8,7,16,0,0,0,0,24,5,-4653,0
29155,9.4,378,87,16,11,8,12,2,1,0,18,9,4653,1
32958,9.6,382,103,22,15,5,10,4,2,0,21,10,11084,1
21874,8.2,306,55,5,7,22,0,0,0,0,23,5,-11084,0
29606,9.4,344,111,18,16,13,5,1,1,0,24,3,3224,1
26382,8.4,332,52,13,14,18,4,1,0,0,24,4,-3224,0
25344,8.8,344,75,11,11,12,5,0,0,0,22,6,-1590,1
26934,9,362,82,12,10,11,3,0,1,0,22,7,1590,0
25607,8.8,356,88,10,10,11,4,0,0,0,26,5,-113,0
25720,8.8,365,75,11,9,10,3,0,1,0,19,8,113,1
28032,9.4,370,112,12,19,4,5,1,1,0,24,4,5220,1
22812,8.8,362,80,4,8,12,1,0,0,0,22,1,-5220,0
27689,9,337,73,15,19,5,5,1,0,0,16,5,4938,1
22751,8.8,353,80,5,4,15,5,0,1,0,22,6,-4938,0
23577,8.6,338,78,6,9,13,3,0,0,0,21,4,-3797,0
27374,8.8,365,82,13,13,6,7,1,1,0,18,7,3797,1
28600,8.8,306,70,20,23,12,0,0,0,0,25,4,3629,0
24971,8.2,313,70,12,15,20,3,0,1,0,22,7,-3629,1
27300,9,341,96,14,15,8,5,1,1,0,24,6,1429,1
25871,9.2,384,91,8,4,14,7,1,0,0,20,3,-1429,0
28023,8.6,349,80,18,24,13,3,0,0,0,20,4,610,0
27413,9,351,95,13,16,18,2,0,2,0,22,2,-610,1
29756,9.2,341,96,18,14,13,7,2,1,0,22,4,2328,1
27428,9.4,344,82,13,6,18,3,1,0,0,26,5,-2328,0
27038,9,357,91,12,10,5,7,1,1,0,27,4,5038,0
22000,8.4,329,68,5,6,12,4,0,1,0,21,3,-5038,1
26158,8.8,268,94,13,15,17,2,1,0,0,20,6,-3135,0
29293,9.6,356,102,17,13,13,7,1,1,0,20,5,3135,1
23545,8.4,319,87,8,9,15,3,0,0,0,24,4,-5616,0
29161,9.2,323,98,15,20,8,10,2,1,0,26,7,5616,1
26302,8.6,327,90,14,14,20,3,0,1,0,19,7,-4739,0
31041,9.2,353,60,20,20,14,5,1,1,0,18,6,4739,1
25044,8.8,354,97,8,9,16,1,0,0,0,20,1,-3212,1
28256,8.6,336,78,16,23,8,1,0,2,0,23,8,3212,0
24227,8.8,300,80,8,8,18,2,0,0,0,22,7,-5075,0
29302,9.4,327,98,18,15,8,7,1,2,0,21,4,5075,1
27224,9,323,91,14,15,9,5,0,1,0,24,5,3394,0
23830,8.6,334,71,9,9,14,5,0,0,0,23,4,-3394,1
28641,9.4,362,84,19,16,4,4,0,2,0,24,5,7062,1
21579,8.2,292,66,4,5,19,2,0,0,0,21,8,-7062,0
23727,8.6,339,71,8,12,14,1,0,2,0,24,7,-2197,1
25924,8.8,335,102,14,12,8,2,0,0,0,22,6,2197,0
24981,9,345,96,11,8,8,3,0,0,0,20,4,575,0
24406,9,360,102,8,11,11,2,0,2,0,20,2,-575,1
23120,9.2,321,93,6,5,10,3,0,1,0,23,7,-2848,0
25968,9.2,374,102,10,15,6,1,0,0,0,22,6,2848,1
25742,9,331,78,15,17,10,0,0,1,0,22,11,214,0
25528,9.2,389,82,10,8,15,0,0,1,0,18,6,-214,1
26710,8.8,335,68,16,24,8,1,0,0,0,16,11,3598,1
23112,8.2,312,79,8,12,16,1,0,1,0,21,5,-3598,0
26266,9.2,330,63,11,12,10,6,0,0,0,19,5,2472,1
23794,8.6,318,60,10,14,11,3,0,0,0,21,4,-2472,0
27157,9.2,356,84,13,14,6,3,0,1,0,24,3,4955,1
22202,8.8,292,92,6,6,13,2,0,0,0,16,2,-4955,0
24097,8.6,327,84,8,2,9,4,1,1,0,22,4,947,1
23150,8.6,330,38,9,7,8,2,0,0,0,20,4,-947,0
23997,9,351,120,6,10,8,3,0,0,0,17,4,-6,0
24003,9.2,357,59,8,13,6,3,0,1,0,24,2,6,1
26959,9,341,90,13,10,13,1,0,1,0,18,3,303,0
26656,8.8,309,102,13,12,13,3,0,1,0,24,5,-303,1
29737,9.4,350,70,17,14,14,4,1,2,0,29,4,4044,1
25693,8.2,295,76,14,14,17,1,0,0,0,23,7,-4044,0
30380,9.4,412,109,15,20,10,10,2,0,0,20,6,4905,1
25475,8.8,334,98,10,9,15,3,0,1,0,24,8,-4905,0
28832,8.8,336,61,17,21,16,2,0,1,0,17,7,667,0
28165,9,346,98,16,19,17,2,0,0,0,28,8,-667,1
26485,8.8,324,98,12,14,4,5,1,1,0,25,5,4038,1
22447,8.6,367,70,4,5,12,3,1,0,0,21,3,-4038,0
25850,8.8,333,72,13,10,13,4,0,0,0,17,6,-2437,0
28287,9.2,363,93,13,9,13,7,1,1,0,21,5,2437,1
21248,8.6,291,64,5,3,13,2,0,0,0,25,5,-6395,0
27643,9,363,107,13,21,5,5,1,2,0,18,8,6395,1
22120,7.8,249,60,8,13,27,0,0,0,0,15,7,-12737,0
34857,9.6,384,94,27,30,8,11,3,2,0,15,6,12737,1
25787,8.4,297,76,12,23,11,1,0,1,0,14,7,-1684,1
27471,8.8,379,93,11,11,12,6,0,0,0,24,9,1684,0
23422,8.6,360,79,5,7,12,5,0,0,0,16,7,-1477,0
24899,8.8,337,101,12,9,5,4,0,1,0,18,6,1477,1
23870,8.6,313,81,8,6,13,6,0,0,0,16,9,-1432,0
25302,8.8,347,77,13,15,8,2,0,1,0,22,5,1432,1
27056,8.8,304,76,13,15,19,4,1,0,0,17,2,-3190,0
30246,9.2,328,104,19,21,13,8,2,1,0,21,7,3190,1
23257,8.4,302,70,10,12,11,3,0,2,0,21,6,-2380,1
25637,8.6,351,94,11,4,10,7,1,0,0,15,8,2380,0
23046,8.6,328,92,5,3,13,4,0,0,0,18,6,-2861,0
25907,8.8,330,80,13,12,5,3,1,1,0,18,4,2861,1
26983,8.6,329,83,15,13,12,3,0,1,0,20,5,2299,1
24684,8.6,305,77,12,10,15,3,0,1,0,18,5,-2299,0
25348,8.6,343,55,10,8,11,7,1,1,0,22,3,2184,1
23164,9,269,87,11,10,10,2,0,0,0,21,7,-2184,0
28771,9,326,80,17,27,11,3,1,1,0,30,4,5026,1
23745,8.6,318,68,11,9,17,2,0,0,0,19,7,-5026,0
23966,8.6,323,76,8,7,17,4,0,1,0,18,4,-3556,1
27522,8.8,287,92,17,15,8,7,1,0,0,22,3,3556,0
27375,9.2,315,72,15,13,14,6,1,0,0,17,6,-861,0
28236,9.2,326,96,14,14,15,7,1,1,0,26,3,861,1
26163,8.6,329,89,14,12,16,3,0,1,0,13,7,-406,1
26569,9,298,66,16,13,14,0,0,0,0,22,3,406,0
25175,8.8,333,82,11,10,16,2,0,0,0,22,2,-2918,1
28093,9,320,82,16,14,11,7,1,2,0,24,5,2918,0
24143,8.6,276,90,10,6,18,3,0,1,0,20,6,-3697,1
27840,8.8,327,68,18,20,10,5,0,0,0,21,10,3697,0
24554,8,302,86,10,12,17,3,0,1,0,19,6,-2349,0
26903,8.6,306,80,17,15,10,5,0,1,0,21,5,2349,1
23510,8.6,304,80,11,12,8,1,0,0,0,21,5,-9,1
23519,8.4,323,66,8,12,11,2,1,1,0,24,5,9,0
22617,8.4,303,64,8,8,12,1,0,0,0,20,5,-4429,0
27046,9.2,322,92,12,16,8,7,1,1,0,13,6,4429,1
25235,8.6,286,61,15,8,16,2,0,0,0,22,4,-1632,0
26867,8.6,281,74,16,16,15,2,1,1,0,18,4,1632,1
27622,9,356,99,12,13,15,4,1,1,0,23,7,30,1
27592,9.4,370,84,15,15,12,4,0,0,0,17,5,-30,0
24871,8.4,308,84,12,6,19,4,0,0,0,27,6,-3595,0
28466,8.8,349,81,19,24,12,2,0,1,0,18,4,3595,1
26323,8.4,303,86,16,14,21,2,0,0,0,14,5,-3595,0
29918,9.4,338,88,21,20,16,3,0,1,0,16,5,3595,1
23147,8.2,328,62,7,13,15,1,0,0,0,18,5,-3342,0
26489,8.6,323,101,15,18,7,2,1,1,0,17,9,3342,1
26031,9,344,69,11,12,19,3,0,0,0,21,8,-3660,1
29691,9.4,355,93,19,26,11,6,0,2,0,23,11,3660,0
27453,9.2,367,79,13,10,17,3,0,0,0,22,12,-1389,0
28842,9,319,82,17,28,13,4,0,2,0,25,9,1389,1
28369,9,342,88,16,21,11,5,0,0,0,20,4,2694,1
25675,8.6,345,79,11,14,16,4,0,1,0,28,6,-2694,0
23304,8.4,333,70,6,7,12,1,0,0,0,23,10,-2574,0
25878,8.8,362,64,12,11,6,3,0,1,0,18,7,2574,1
30211,9.2,369,82,17,19,8,6,2,0,0,17,5,7678,1
22533,8,271,73,8,10,17,1,0,1,0,25,9,-7678,0
24925,8.8,357,74,11,8,11,2,0,0,0,16,3,-1565,0
26490,9,335,77,11,10,11,7,1,1,0,13,3,1565,1
25221,9,346,86,10,11,17,0,0,0,0,23,10,-3095,1
28316,9.6,366,90,17,21,10,3,0,1,0,22,11,3095,0
24580,9,373,92,7,6,16,1,0,1,0,19,6,-3215,0
27795,9.6,347,108,16,8,7,4,0,1,0,19,8,3215,1
24453,8.6,345,82,9,6,9,4,1,0,0,18,9,1662,1
22791,8.4,332,92,9,6,9,2,0,1,0,26,9,-1662,0
31884,9,347,102,22,27,11,6,2,1,0,24,8,6097,1
25787,8.6,295,69,11,8,22,3,0,1,0,23,5,-6097,0
26768,9,345,96,13,18,12,3,0,2,0,24,9,-75,1
26843,9,369,88,12,9,13,6,0,0,0,20,10,75,0
30367,9.8,391,97,19,25,3,5,1,1,0,20,7,8969,1
21398,8.6,364,83,3,2,19,1,0,1,0,20,1,-8969,0
24423,9,312,68,12,13,10,1,0,0,0,26,1,-3718,0
28141,9,368,94,10,11,12,8,2,2,0,21,4,3718,1
25571,8.2,302,93,11,10,11,3,1,0,0,15,7,-717,1
26288,8.6,301,90,11,17,11,3,1,1,0,23,8,717,0
28071,9,336,81,15,12,17,8,2,2,0,21,3,334,1
27737,8.8,293,81,17,20,15,4,0,0,0,24,7,-334,0
20926,8.4,278,59,6,6,18,2,0,0,0,24,6,-8857,0
29783,9.2,344,76,18,20,6,8,2,0,0,21,6,8857,1
33446,9,323,75,28,36,11,7,1,0,0,22,6,9335,1
24111,7.8,263,75,11,13,28,0,0,1,0,23,2,-9335,0
26888,8.8,313,83,16,19,15,2,0,1,0,23,9,-678,1
27566,9,335,70,15,20,16,2,0,1,0,18,4,678,0
21591,8.2,274,76,7,4,22,1,0,0,0,24,8,-9637,0
31228,9,337,92,22,31,7,10,2,1,0,23,10,9637,1
28222,9.2,314,79,17,19,20,4,0,0,0,24,8,-832,1
29054,8.4,287,83,20,21,17,3,0,1,0,23,5,832,0
23686,8.6,367,68,6,6,10,1,0,0,0,28,7,-1970,0
25656,9.4,359,88,10,8,6,8,1,1,0,21,8,1970,1
26376,8.6,331,98,12,18,19,3,0,2,0,27,7,-2378,0
28754,8.6,287,74,19,32,12,3,0,0,0,17,7,2378,1
28932,9.4,349,92,16,15,10,5,1,0,0,20,6,4846,1
24086,8.6,298,75,10,11,16,1,0,0,0,26,2,-4846,0
24098,9.2,371,107,6,3,6,3,1,0,0,20,4,1168,1
22930,8.8,369,70,6,6,6,3,0,1,0,21,4,-1168,0
24355,9,354,79,9,5,9,6,0,0,0,24,6,-1072,0
25427,9,353,99,9,14,9,3,0,1,0,26,6,1072,1
31683,9,357,90,22,31,7,10,2,1,0,24,5,9188,1
22495,8.2,274,64,7,5,22,2,0,0,0,20,5,-9188,0
29157,8.8,364,72,17,23,11,6,1,1,0,24,5,2928,0
26229,8.4,344,72,11,14,17,4,0,0,0,23,7,-2928,1
27364,8.8,373,80,13,9,24,3,0,0,0,19,8,-4833,0
32197,9.6,348,96,24,26,13,5,0,2,0,26,9,4833,1
24871,8.8,352,84,11,15,8,1,0,1,0,23,9,-515,0
25386,8.6,381,76,8,9,11,7,0,0,0,21,8,515,1
29264,9.2,341,84,20,30,7,4,1,1,0,30,9,4728,1
24536,8.8,381,68,7,11,20,1,0,0,0,23,8,-4728,0
22153,8.4,289,70,7,9,20,1,0,0,0,22,1,-10232,0
32385,9.8,367,93,20,22,7,10,2,1,0,17,8,10232,1
27341,8.6,326,75,15,19,21,6,0,0,0,24,4,-5011,0
32352,9,347,70,21,21,15,9,1,1,0,24,6,5011,1
30203,9.4,357,100,18,15,12,5,1,2,0,21,7,4173,1
26030,8.8,338,80,12,12,18,4,0,0,0,22,5,-4173,0
27559,8.8,324,68,16,20,20,5,0,1,0,16,7,-2310,0
29869,9.2,334,68,20,18,16,2,1,0,0,26,4,2310,1
25171,8.8,330,86,12,16,11,2,0,0,0,22,6,-2897,0
28068,8.8,333,101,11,19,12,6,1,2,0,23,6,2897,1
25379,9,371,76,9,12,13,2,0,1,0,26,8,-2154,0
27533,9.4,377,112,13,16,9,5,0,1,0,22,6,2154,1
24363,8.8,352,93,8,8,10,3,0,0,0,19,6,-1142,0
25505,9.2,338,82,10,11,8,1,0,2,0,18,9,1142,1
26617,9,373,90,10,7,5,8,1,2,0,23,6,4998,1
21619,8.6,326,74,5,5,10,0,0,0,0,25,6,-4998,0
26327,9.2,376,78,11,19,8,3,0,1,0,21,6,1880,0
24447,8.4,385,78,8,8,11,3,0,1,0,27,6,-1880,1
25593,9,340,94,9,10,6,5,1,1,0,22,9,2485,0
23108,8.6,319,97,6,4,9,3,0,1,0,22,6,-2485,1
26050,9,373,79,12,12,10,4,0,0,0,15,8,1058,0
24992,8.8,354,76,10,12,12,2,0,1,0,20,4,-1058,1
26730,8.6,311,74,16,14,17,0,0,1,0,22,8,-3314,0
30044,9,352,69,17,15,16,8,2,0,0,26,8,3314,1
21422,8.2,286,68,6,3,21,1,0,1,0,23,6,-10075,0
31497,9.4,356,84,21,24,6,8,1,0,0,26,7,10075,1
24276,8.8,341,100,8,7,6,2,0,0,0,25,11,-1305,0
25581,9,383,104,6,8,8,5,1,1,0,20,6,1305,1
27344,8.4,311,86,13,27,12,5,1,1,0,18,6,1739,1
25605,8.8,328,80,12,11,13,2,0,0,0,24,8,-1739,0
26265,9,341,94,12,11,12,1,0,1,0,19,8,658,0
25607,9.2,366,68,12,13,12,3,0,0,0,25,8,-658,1
28382,8.6,283,77,18,20,18,4,0,0,0,25,3,-1276,0
29658,8.8,312,61,18,26,18,8,2,2,0,22,9,1276,1
22228,8,299,74,6,8,21,2,0,1,0,24,3,-9590,0
31818,9,323,101,21,33,6,7,1,1,0,21,4,9590,1
26880,8.4,330,80,15,20,13,1,0,0,0,24,5,1539,0
25341,8.6,283,83,13,18,15,0,0,1,0,22,5,-1539,1
31006,9.4,361,99,21,14,8,8,1,1,0,19,6,6593,1
24413,8.4,365,56,8,10,21,1,0,1,0,26,8,-6593,0
29727,9.2,336,86,21,27,7,2,1,1,0,22,6,5729,0
23998,8.6,329,97,7,8,21,2,0,0,0,26,5,-5729,1
25164,9,304,84,11,12,10,4,1,1,0,24,6,-415,0
25579,8.6,334,84,10,9,11,5,1,0,0,18,6,415,1
27567,9,342,60,17,22,10,1,0,1,0,27,13,3386,1
24181,8.6,313,82,10,9,17,2,0,1,0,24,8,-3386,0
24301,8.6,329,84,7,7,15,2,0,0,0,22,6,-3274,0
27575,9.2,337,112,15,17,7,4,1,2,0,24,5,3274,1
25969,8.6,358,70,11,22,6,3,0,0,0,20,6,3693,1
22276,8.2,295,88,6,6,11,2,0,2,0,25,7,-3693,0
27000,9.2,352,86,14,14,14,2,0,1,0,25,9,829,1
26171,8.6,344,65,14,12,14,2,0,0,0,26,8,-829,0
28491,9.2,371,90,14,15,8,5,1,1,0,25,9,4437,1
24054,9,342,94,8,8,14,1,0,1,0,20,6,-4437,0
24558,8.4,353,84,9,7,13,4,0,0,0,25,7,-1742,0
26300,9,348,92,13,10,9,3,0,2,0,25,1,1742,1
27710,8.8,363,68,16,10,18,3,0,1,0,24,2,-3248,1
30958,9.2,323,100,18,27,16,5,0,0,0,20,7,3248,0
23566,8.4,323,90,8,7,11,3,0,0,0,27,8,-3378,1
26944,8.6,351,65,11,11,8,7,2,2,0,27,4,3378,0
34380,9.4,362,72,24,21,18,10,4,1,0,23,4,6435,1
27945,8.4,247,57,18,19,24,1,0,0,0,22,7,-6435,0
28677,9,356,79,17,19,11,4,0,1,0,28,4,4387,1
24290,8.6,326,76,11,9,17,2,0,0,0,19,6,-4387,0
26029,8.8,318,94,11,16,15,4,1,0,0,17,5,-2078,0
28107,9.2,346,100,15,17,11,6,1,2,0,23,5,2078,1
24531,8.6,293,90,10,14,15,2,0,0,0,17,3,-3840,1
28371,8.8,303,89,15,17,10,7,1,1,0,18,3,3840,0
28253,8.6,345,75,15,20,11,10,1,1,0,23,3,3949,0
24304,8.4,281,60,11,11,15,2,0,0,0,22,2,-3949,1
28444,8.8,317,85,15,21,15,3,1,1,0,20,4,525,1
27919,9,315,82,15,11,15,8,1,0,0,20,3,-525,0
24239,8.6,334,66,9,7,16,4,0,1,0,15,3,-4989,0
29228,9,369,72,16,17,9,5,1,1,0,21,3,4989,1
29944,8.8,340,64,20,18,13,9,2,0,0,19,5,4181,0
25763,8.6,277,92,13,13,20,1,0,2,0,24,4,-4181,1
23646,8.8,265,58,9,13,10,4,0,1,0,20,3,-941,0
24587,8.8,327,91,10,6,9,4,0,1,0,19,4,941,1
22932,8.6,272,82,9,6,22,2,0,1,0,18,6,-5319,0
28251,9.2,349,74,22,13,9,3,0,1,0,17,6,5319,1
26799,8.6,298,93,14,15,18,4,0,1,0,19,4,-2412,0
29211,9,303,87,18,14,14,6,1,0,0,17,2,2412,1
22670,8.2,295,62,6,7,17,0,0,0,0,18,6,-6863,0
29533,9,343,98,17,15,6,8,1,1,0,20,5,6863,1
30052,9.4,325,91,22,18,7,8,1,2,0,23,2,6297,1
23755,8.6,299,99,7,4,22,4,0,0,0,23,4,-6297,0
23262,8.4,256,60,9,8,27,0,0,0,0,22,3,-8824,0
32086,9.4,334,83,27,20,9,7,2,2,0,21,5,8824,1
20812,8.6,239,81,6,4,19,2,0,0,0,12,1,-9982,0
30794,9.4,373,86,19,10,6,12,3,0,0,19,3,9982,1
27633,9.2,356,76,13,8,8,9,2,0,0,17,4,5668,1
21965,8.4,289,67,8,8,13,2,0,1,0,15,1,-5668,0
25236,8.6,307,88,9,19,19,3,0,0,0,27,4,-6925,0
32161,9.2,385,74,19,13,9,9,5,2,0,26,6,6925,1
36760,9.4,377,78,27,27,6,11,6,2,0,29,9,15325,1
21435,8.2,264,79,6,6,27,1,0,0,0,14,3,-15325,0
25806,9,349,99,10,11,8,3,1,1,0,21,6,1939,0
23867,8.8,327,95,8,15,10,3,0,1,0,24,4,-1939,1
26504,9,384,97,8,5,14,10,2,0,0,21,9,-2520,1
29024,9,347,82,14,28,8,6,0,1,0,27,6,2520,0
26371,8.8,367,88,12,12,12,6,0,0,0,27,13,-814,0
27185,9.2,363,100,12,13,12,2,0,2,0,21,3,814,1
28130,8.8,330,88,16,19,12,9,2,1,0,22,10,1659,1
26471,8.8,331,80,12,13,16,1,0,0,0,27,3,-1659,0
27497,9,324,96,15,21,12,4,0,2,0,20,7,1126,0
26371,9,351,91,12,17,15,4,0,0,0,20,7,-1126,1
29769,9,340,64,17,16,13,10,2,0,0,23,5,3794,1
25975,9,308,119,13,13,17,4,0,2,0,20,2,-3794,0
22437,8.6,310,97,6,9,14,1,0,0,0,23,7,-5073,0
27510,9.2,343,102,14,9,6,6,2,2,0,25,3,5073,1
31156,9,350,80,16,11,13,7,4,0,0,20,5,6444,1
24712,8.6,315,87,13,13,16,4,0,1,0,19,3,-6444,0
26843,9,413,70,10,7,8,4,1,1,0,22,7,2466,1
24377,8.6,331,89,8,13,10,2,0,0,0,26,8,-2466,0
27271,9,356,76,14,13,12,2,0,0,0,25,5,262,0
27009,8.4,309,87,12,11,14,3,1,2,0,22,7,-262,1
27940,8.6,313,57,18,24,15,3,0,1,0,22,3,-1602,0
29542,8.6,336,78,15,17,18,10,2,1,0,18,7,1602,1
25160,8.6,311,96,10,12,16,5,0,0,0,21,6,-3765,1
28925,9.2,351,71,16,16,10,6,2,1,0,19,10,3765,0
25407,9,370,71,10,4,13,5,1,0,0,24,2,-1438,0
26845,9,338,100,13,13,10,2,1,1,0,27,7,1438,1
25875,8.4,318,66,12,14,17,3,0,0,0,21,2,-2519,0
28394,9.4,320,89,17,15,12,6,1,2,0,26,5,2519,1
24293,8.8,350,91,8,7,4,5,0,1,0,20,6,680,1
23613,8.6,395,99,4,9,8,2,0,1,0,25,4,-680,0
29249,8.6,300,66,22,22,13,3,1,0,0,20,9,1508,0
27741,8.6,342,72,13,10,22,5,1,0,0,19,5,-1508,1
22233,8.4,328,73,5,4,17,0,0,0,0,24,4,-4475,0
26708,9.4,334,80,17,20,5,1,0,1,0,18,9,4475,1
25846,8.4,267,68,15,16,18,1,0,0,0,15,3,-2013,0
27859,8.6,286,68,18,22,15,6,0,1,0,14,4,2013,1
25973,8.6,282,82,14,14,17,3,0,1,0,12,8,-372,0
26345,9,289,57,17,15,14,2,0,0,0,17,2,372,1
22156,8.6,308,78,5,6,12,1,0,0,0,24,6,-2459,0
24615,8.6,352,61,12,7,5,2,0,1,0,20,8,2459,1
26662,8.6,315,70,14,14,19,3,0,1,0,25,5,-1181,0
27843,9,305,82,19,17,14,4,0,0,0,14,6,1181,1
24325,8.8,323,73,10,13,6,3,0,2,0,15,4,1212,1
23113,8.2,349,79,6,7,10,3,0,0,0,22,9,-1212,0
28302,8.4,324,86,16,32,12,5,1,1,0,23,10,3687,1
24615,8,272,60,12,20,16,2,0,1,0,25,13,-3687,0
28108,9,330,82,17,17,5,7,0,0,0,15,3,5173,1
22935,8.8,348,86,5,6,17,5,0,2,0,23,6,-5173,0
30099,9.2,334,78,21,22,5,6,1,1,0,22,5,9382,1
20717,7.8,222,74,5,8,21,0,0,0,0,21,8,-9382,0
23344,8.4,291,61,7,9,12,2,0,0,0,24,7,-1984,0
25328,9,351,85,12,9,7,4,0,1,0,22,5,1984,1
26691,8.6,330,78,13,15,7,6,0,1,0,25,3,4068,1
22623,8.4,280,78,7,8,13,4,0,1,0,17,7,-4068,0
24956,8.8,313,77,12,10,12,2,0,0,0,19,7,-876,0
25832,8.8,375,73,12,15,12,4,0,2,0,25,7,876,1
21462,8.2,300,98,5,2,15,0,0,1,0,11,6,-5908,0
27370,9,393,77,15,17,5,6,1,1,0,18,2,5908,1
31723,9.4,360,99,21,24,8,11,2,0,0,22,7,6601,1
25122,8.4,324,56,8,6,21,6,1,1,0,20,4,-6601,0
24180,8.8,345,78,8,5,22,0,0,0,0,24,4,-7358,0
31538,9.6,417,73,22,17,8,10,2,1,0,25,3,7358,1
29479,9.4,401,84,17,15,3,8,1,2,0,23,6,9068,1
20411,8.2,314,76,3,3,17,0,0,0,0,17,4,-9068,0
26633,9.4,336,96,13,15,16,2,0,2,0,23,6,-1586,1
28219,9,326,68,16,24,13,3,0,0,0,17,7,1586,0
23089,8.6,277,66,8,7,19,3,0,0,0,16,6,-5126,1
28215,9,312,85,19,26,8,7,0,1,0,21,5,5126,0
24602,8.6,325,70,8,10,15,3,0,1,0,25,5,-3725,1
28327,9,338,98,15,16,8,6,0,1,0,21,7,3725,0
25842,8.6,295,66,14,19,15,1,0,0,0,24,2,-429,0
26271,9.2,327,93,15,13,14,4,0,1,0,20,5,429,1
25499,8.6,305,82,11,15,8,3,0,2,0,14,6,527,1
24972,8.4,336,86,8,13,11,7,0,0,0,24,5,-527,0
31273,9.2,345,98,20,27,18,7,1,0,0,17,2,3451,1
27822,8.4,310,70,18,30,20,2,0,1,0,19,8,-3451,0
24996,8.8,316,72,9,14,22,5,0,0,0,23,3,-5506,0
30502,9.2,351,90,22,18,9,5,0,2,0,16,4,5506,1
22438,8.6,323,86,7,8,11,2,0,1,0,26,5,-4780,0
27218,9,343,98,11,7,7,9,2,0,0,18,6,4780,1
24558,8.4,304,76,10,12,15,1,0,0,0,20,6,-3262,0
27820,9,332,80,15,21,10,4,0,1,0,26,3,3262,1
23047,8.8,379,61,5,7,10,2,0,1,0,13,6,-1484,0
24531,8.8,329,100,10,10,5,1,0,0,0,24,6,1484,1
27597,8.4,275,63,19,29,19,2,0,0,0,17,7,-550,1
28147,8.2,305,48,19,21,19,4,1,1,0,22,4,550,0
24516,9,340,68,10,5,10,6,1,0,0,24,1,-18,0
24534,8.8,355,88,10,12,10,6,0,1,0,19,1,18,1
27502,8.8,376,82,14,13,9,2,1,1,0,26,9,4037,0
23465,8.4,326,62,9,12,14,2,0,1,0,14,5,-4037,1
26431,9.2,378,68,11,11,7,5,0,0,0,18,4,3679,0
22752,8.6,334,88,7,5,11,0,0,1,0,26,3,-3679,1
26522,8.8,296,78,14,12,14,3,0,0,0,19,1,807,1
25715,8.8,303,93,14,8,14,1,0,1,0,20,5,-807,0
28222,9,320,82,17,13,9,4,1,1,0,19,3,6121,1
22101,8.8,255,86,9,5,17,1,0,1,0,12,2,-6121,0
26509,8.6,307,56,15,19,13,6,1,1,0,20,5,1149,1
25360,8.4,298,74,13,14,15,3,0,0,0,21,1,-1149,0
22379,8.4,284,80,9,7,12,0,0,1,0,17,3,-2334,1
24713,8.8,314,72,12,9,9,4,0,0,0,21,4,2334,0
25130,8.6,274,68,14,13,16,3,0,0,0,24,2,-1405,0
26535,8.8,297,69,16,18,14,4,0,2,0,18,3,1405,1
21974,8.2,264,75,5,3,26,0,0,0,0,19,2,-10708,0
32682,9.4,346,104,26,18,5,7,2,2,0,25,1,10708,1
24356,8.8,318,88,8,9,5,5,0,2,0,19,3,4024,1
20332,8.2,270,68,5,4,8,1,0,0,0,21,8,-4024,0
26973,8.6,314,64,15,16,10,6,0,0,0,19,5,2261,0
24712,8.4,293,77,10,9,15,4,0,1,0,24,2,-2261,1
22055,8.8,312,79,5,3,11,2,0,0,0,18,3,-2232,0
24287,9,334,80,11,13,5,2,0,2,0,21,6,2232,1
21619,8.8,324,100,4,4,7,2,0,1,0,21,8,-1962,1
23581,8.8,347,84,7,8,4,3,0,1,0,18,5,1962,0
27372,9,329,87,17,18,6,4,0,1,0,21,3,6008,1
21364,8.2,280,55,6,9,17,0,0,0,0,19,5,-6008,0
25281,8.8,304,72,14,12,15,2,0,2,0,16,6,-1810,1
27091,9,299,80,15,13,14,7,1,0,1,17,0,1810,0
27179,8.6,321,65,16,20,8,7,0,0,1,24,5,2439,1
24740,8.6,358,74,8,12,16,3,0,1,0,18,2,-2439,0
24473,8.4,315,44,12,12,11,2,0,0,0,17,4,-36,1
24509,9,288,84,11,10,12,5,0,0,1,13,3,36,0
23520,9.2,353,75,9,5,9,3,0,1,0,21,6,387,0
23133,8.6,275,72,9,9,9,3,0,0,1,14,3,-387,1
23812,8.4,300,84,7,13,16,2,0,0,1,22,5,-4217,0
28029,9.2,355,79,16,21,7,4,1,1,0,19,4,4217,1
22881,8.4,292,68,6,7,8,8,1,0,1,18,3,738,1
22143,8.2,281,44,8,3,6,3,1,1,0,17,6,-738,0
24726,8.8,314,71,11,17,8,0,0,2,1,18,7,1832,0
22894,8.4,306,43,8,11,11,2,0,0,0,17,2,-1832,1
24891,8.6,307,74,14,12,18,0,0,1,1,19,4,-2804,1
27695,8.4,285,48,18,29,14,3,1,1,0,17,2,2804,0
23884,8.6,301,55,11,21,10,3,0,0,0,18,6,-761,1
24645,8.6,351,64,10,7,11,5,0,0,1,18,5,761,0
